"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"420","Countdown 1 day ago Akasia #kukirimcinta #kukirimcinta #RedzaRosli #Aydajebat #RedzAyda #Farhan #Nisha",FALSE,2,NA,2017-05-20 05:55:25,FALSE,NA,"865808158630883328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",1,FALSE,FALSE,NA,NA
"421","Tak sabar one more dya to go
#KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #redzarosli  #aydajebat https://t.co/Sd0H4HLh3t",FALSE,4,NA,2017-05-20 05:02:26,FALSE,NA,"865794825349615616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"422","Countdown #KuKirimCinta #farhan #nisha #tv3malaysia  #redzarosli #aydajebat #redzayda https://t.co/zk4RuC2WMI",FALSE,1,NA,2017-05-20 05:00:06,FALSE,NA,"865794235630362624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"423","Goodnite #Nisha-Nisha semua, haha penin dh baca semua Nisha, nama sendiri pun Nisha <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>. Harap @Ayda_Jebat xpenin la… https://t.co/3IhSRlEidV",FALSE,2,NA,2017-05-19 15:56:20,TRUE,NA,"865596994873548800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khunifauti",0,FALSE,FALSE,NA,NA
"424","#KuKirimCinta 
#redzayda #farhan  #nisha 
#tv3malaysia https://t.co/YzcpFRBLKu",FALSE,1,NA,2017-05-19 14:34:20,FALSE,NA,"865576358134423552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"425","@iamredzarosli demi #Nisha #farhan #KuKirimCinta <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00AE>",FALSE,0,"iamredzarosli",2017-05-19 14:32:26,FALSE,"865167871835480065","865575880365490177","858350401665474560","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","norzyanalindan",0,FALSE,FALSE,NA,NA
"426","[22 mei 2017 ] Slot Akasia #kukirimcinta #kukirimcinta @iamredzarosli @ayda_jebat #Farhan #Nisha",FALSE,1,NA,2017-05-19 13:03:40,FALSE,NA,"865553541481365504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"427","excited giler nak tngk gandingan #RedzAyda #Farhan #Nisha #kukirimcinta #kukirimcinta",FALSE,1,NA,2017-05-19 13:00:45,FALSE,NA,"865552809067896837",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"428","#kukirimcinta #kukirimcinta #Farhan #Nisha #RedzAyda",FALSE,0,NA,2017-05-19 12:52:11,FALSE,NA,"865550651920490496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"429","#kukirimcinta #farhan #redzayda #nisha #tv3malaysia #aydajebat #redzarosli https://t.co/lhs0ezNj1z",FALSE,0,NA,2017-05-19 12:32:31,FALSE,NA,"865545705238126593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"430","#kukirimcinta #farhan #nisha #tv3malaysia #redzayada  #aydajebat #redzarosli https://t.co/VSXeD3xIJe",FALSE,0,NA,2017-05-19 12:14:21,FALSE,NA,"865541133354508288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"431","Countdown 2 more days 
#KuKirimCinta #redzayda #farhan #nisha #tv3malaysia #redzarosli #aydajebat https://t.co/FLsw46Annn",FALSE,1,NA,2017-05-19 12:03:09,FALSE,NA,"865538313607798787",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"432","#kukirimcinta #farhan #nisha #redzayda #tv3malaysia #akasiaramadhan @Ayda_Jebat @iamredzarosli https://t.co/n0HRes9C6W",FALSE,1,NA,2017-05-19 11:58:32,FALSE,NA,"865537151651389442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",1,FALSE,FALSE,NA,NA
"433","#redzayda #farhan #KuKirimCinta #KuKirimCinta #KuKirimCinta @iamredzarosli @tv3malaysia @Ayda_Jebat  #nisha https://t.co/ylpac9AQat",FALSE,1,NA,2017-05-19 10:34:12,FALSE,NA,"865515927810355200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"434","#farhan #KuKirimCinta #KuKirimCinta #KuKirimCinta @iamredzarosli @tv3malaysia @Ayda_Jebat #nisha #redzayda https://t.co/uopAQpXYLw",FALSE,3,NA,2017-05-19 10:29:15,FALSE,NA,"865514681670094850",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",2,FALSE,FALSE,NA,NA
"435","#KuKirimCinta #KuKirimCinta #KuKirimCinta #KuKirimCinta @Ayda_Jebat @iamredzarosli #Farhan #Nisha #teamfarhanisha",FALSE,1,NA,2017-05-19 08:50:01,FALSE,NA,"865489711510323200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"436","#KuKirimCinta #KuKirimCinta #KuKirimCinta #KuKirimCinta #KuKirimCinta #KuKirimCinta #Farhan #Nisha",FALSE,1,NA,2017-05-19 08:46:36,FALSE,NA,"865488849140502528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"437","good luck &amp; All the best untuk watak #farhan #KuKirimCinta #KuKirimCinta #KuKirimCinta @iamredzarosli https://t.co/S6RsvW82bY",FALSE,0,NA,2017-05-19 08:43:09,FALSE,NA,"865487982509162496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"438","Lagi 3 hari x sbr nk tgk #KuKirimCinta @Ayda_Jebat @iamredzarosli #Nisha #Farhan <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,2,NA,2017-05-19 08:30:07,FALSE,NA,"865484700554371073",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","nshafika018",1,FALSE,FALSE,NA,NA
"439","#Farhan ahmad.#Ik #Upfates #SMT #RK
<U+0627><U+06CC><U+0645> <U+067E><U+06CC> <U+0627><U+06D2> <U+0634><U+0639><U+06CC><U+0628> <U+0635><U+062F><U+06CC><U+0642><U+06CC>. <U+0635><U+0648><U+0628><U+0627><U+0626><U+06CC> <U+0642><U+0627><U+0626><U+062F><U+06CC><U+0646> <U+06A9><U+0627> <U+06A9><U+0648><U+0626><U+0679><U+06C1> <U+062C><U+0644><U+0633><U+06C1> <U+06AF><U+0627><U+06C1> <U+06A9><U+0627> <U+062F><U+0648><U+0631><U+06C1> <U+06A9><U+0686><U+06BE> <U+06C1><U+06CC> <U+062F><U+06CC><U+0631> <U+0645><U+06CC><U+06BA> <U+06A9><U+0627>… https://t.co/KAP9riKV0J",FALSE,0,NA,2017-05-19 08:13:30,TRUE,NA,"865480520771051520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FarhanA7172",0,FALSE,FALSE,NA,NA
"440","#farhan #KuKirimCinta #KuKirimCinta #KuKirimCinta @iamredzarosli @tv3malaysia @tontonmy #nisha #redzayda @Ayda_Jebat https://t.co/MGUj83J9kK",FALSE,1,NA,2017-05-19 08:11:51,FALSE,NA,"865480104763203584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"441","#farhan #KuKirimCinta #KuKirimCinta #KuKirimCinta @iamredzarosli @tv3malaysia @tontonmy #redzayda @Ayda_Jebat… https://t.co/iL4Lz4Dw13",FALSE,0,NA,2017-05-19 08:09:32,TRUE,NA,"865479520278634497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"442","Tak sabar tgk #farhan #KuKirimCinta #KuKirimCinta #KuKirimCinta @iamredzarosli @tv3malaysia @tontonmy #redzayda… https://t.co/t6wWGRztP3",FALSE,0,NA,2017-05-19 07:57:18,TRUE,NA,"865476441831493632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"443","Tak sabar tgk #farhan #KuKirimCinta #KuKirimCinta #KuKirimCinta @iamredzarosli @tv3malaysia @tontonmy #redzayda… https://t.co/vH2PkwpAcj",FALSE,0,NA,2017-05-19 07:56:08,TRUE,NA,"865476147642904576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"444","Tak sabar tgk #farhan #KuKirimCinta #KuKirimCinta #KuKirimCinta @iamredzarosli @tv3malaysia @tontonmy https://t.co/TNkZECPgo8",FALSE,0,NA,2017-05-19 07:54:12,FALSE,NA,"865475663142150146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"445","#KuKirimCinta #redzayda #farhan #nisha #tv3malaysia #akasiaramadhan @Ayda_Jebat @iamredzarosli https://t.co/myBGRRkTYS",FALSE,0,NA,2017-05-19 07:47:32,FALSE,NA,"865473987144372226",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"446","#redzayda #KuKirimCinta @Ayda_Jebat @iamredzarosli #farhan #nisha @tv3malaysia https://t.co/v9Jo25nnMH",FALSE,0,NA,2017-05-19 07:41:32,FALSE,NA,"865472477203382273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"447","Countdownm 3 more days to go<ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> #KuKirimCinta #KuKirimCinta #KuKirimCinta #redzayda #farhan #nisha #tv3malaysia @Ayda_Jebat @iamredzarosli",FALSE,0,NA,2017-05-19 07:35:05,FALSE,NA,"865470851868532736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"448","#KuKirimCinta #KuKirimCinta #KuKirimCinta #redzayda #farhan #nisha #aydajebat #tv3malaysia #redzarosli… https://t.co/cCclH9mqVE",FALSE,1,NA,2017-05-19 07:10:55,TRUE,NA,"865464772505944065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"449","#KuKirimCinta #KuKirimCinta #KuKirimCinta #redzayda #farhan #nisha #tv3malaysia #aydajebat #aj #redzarosli… https://t.co/G656IEv3EF",FALSE,1,NA,2017-05-19 07:04:09,TRUE,NA,"865463066925817857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"450","#KuKirimCinta #KuKirimCinta #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia @Ayda_Jebat @iamredzarosli  #teamfarhanisha #akasiaramadhan",FALSE,0,NA,2017-05-19 06:57:35,FALSE,NA,"865461414055387136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"451","#KuKirimCinta #KuKirimCinta #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia @Ayda_Jebat @iamredzarosli… https://t.co/aJ3DssRqqn",FALSE,1,NA,2017-05-19 06:57:33,TRUE,NA,"865461405926924288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"452","RT @dhana_design: #kukirimcinta #farhan #nisha #tv3malaysia #redzayda #slotakasia #akasiaramadhan @iamredzarosli @Ayda_Jebat https://t.co/1…",FALSE,0,NA,2017-05-19 06:51:51,FALSE,NA,"865459970627612672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haslinalana",1,TRUE,FALSE,NA,NA
"453","#kukirimcinta #farhan #nisha #tv3malaysia #redzayda #slotakasia #akasiaramadhan @iamredzarosli @Ayda_Jebat https://t.co/1zt3takhb3",FALSE,1,NA,2017-05-19 06:50:44,FALSE,NA,"865459693195481088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",1,FALSE,FALSE,NA,NA
"454","#KuKirimCinta #farhan #nisha #tv3malaysia #akasiaramadhan #aydajebat #redzarosli @Ayda_Jebat @iamredzarosli https://t.co/yscZo3VsjM",FALSE,1,NA,2017-05-19 06:48:28,FALSE,NA,"865459121855676416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"455","#kukirimcinta #kukirimcinta #kukirimcinta #kukircinta #kukirimcinta #Farhan #Nisha @iamredzarosli @ayda_jebat",FALSE,1,NA,2017-05-19 06:28:22,FALSE,NA,"865454061654429696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"456","#Kukirimcinta #Kukirimcinta #Kukirimcinta #Kukirimcinta #kukirimcinta #Kukirimcinta #Farhan #Nisha #TeamFarhanNisha",FALSE,0,NA,2017-05-19 06:26:03,FALSE,NA,"865453481234018304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"457","#kukirimcinta #kukirimcinta #kukirimcinta #Kukirimcinta #Kukirimcinta #Kukirimcinta
@iamredzarosli @ayda_jebat #Farhan #Nisha",FALSE,0,NA,2017-05-19 06:23:31,FALSE,NA,"865452843049689090",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"458","#kukirimcinta #nisha #farhan #redzayda #tv3malaysia  #akasiatv3 #slotakakasiatv3  -  https://t.co/uLclfGmYjG https://t.co/T1pYWX0UmV",FALSE,1,NA,2017-05-19 06:12:34,FALSE,NA,"865450086620254212",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"459","@virendersehwag #farhan .u r right u cn hang him becoz u dont know the meaning of letter 'J'in 'ICJ'no doubt y u r… https://t.co/4Xy8dkiDJF",FALSE,0,"virendersehwag",2017-05-19 04:47:32,TRUE,"865170954451734528","865428686433951744","92724677","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sagarzz",0,FALSE,FALSE,NA,NA
"460","@Ayda_Jebat 
@iamredzarosli  

#KuKirimCinta #farhan #nisha 
#Redzayda 
#tv3malaysia 
-  https://t.co/yoHfo4861i https://t.co/zARnZMs4cZ",FALSE,0,"Ayda_Jebat",2017-05-19 04:09:09,FALSE,NA,"865419026251436034","308570027","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"461","#kukirimcinta #redzayda 
#RedzaRosli #aydajebat  #farhan #nisha #tv3malaysia 
#akhirnyacinta   -… https://t.co/dhGe8His33",FALSE,1,NA,2017-05-19 03:59:18,TRUE,NA,"865416550248890372",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"462","Sikit.. sikit.. dah keluar..
#KuKirimCinta
#AydaJebat
#RedzaRosli
#Nisha
#Farhan
From… https://t.co/Mv6Id7fc2S",FALSE,0,NA,2017-05-19 03:22:43,FALSE,NA,"865407341209845760",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Fav_drama",0,FALSE,FALSE,NA,NA
"463","#kukirimcinta #Kukirimcinta #kukirimcinta #Kukirimcinta @iamredzarosli @ayda_jebat #Farhan #Nisha",FALSE,0,NA,2017-05-19 03:05:59,FALSE,NA,"865403132993347585",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"464","#kukirimcinta #Kukirimcinta #kukirimcin #TeamFarhanNisha #AydaJebat #RedzaRosli #RedzAyda #Farhan #Nish",FALSE,1,NA,2017-05-19 03:03:45,FALSE,NA,"865402568788156419",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"465","Tak sabar nak tengok gandingani @iamredzarosli @ayda_jebat #RedzAyda #Kukirimcinta #kukirimcinta #Kukirimcinta #Farhan #Nisha",FALSE,1,NA,2017-05-19 03:01:37,FALSE,NA,"865402030193430532",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"466","#kukirimcinta #Kukirimcinta #Kukirimcin #Kukirimcinta #Kukirimcinta #Kukirimcinta
@iamredzarosli @ayda_jebat #RedzAyda #Farhan #Nisha",FALSE,0,NA,2017-05-19 02:59:21,FALSE,NA,"865401463337435136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"467","#kukirimcinta #kukirimcinta #kukirimcinta mulai 22 mei 2017 slot akasia @tv3malaysia @iamredzarosli @ayda_jebat #RezAyda #Farhan #Nisha",FALSE,1,NA,2017-05-19 02:54:19,FALSE,NA,"865400195856474114",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"468","#kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #RedzaRosli #AydaJebat #RedzAyda #Farhan #Nisha #TeamFarhanNisha",FALSE,1,NA,2017-05-19 02:50:34,FALSE,NA,"865399252914126849",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"469","#kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #RedzAyda @iamredzarosli @ayda_jebat #Farhan #Nisha",FALSE,0,NA,2017-05-19 01:41:28,FALSE,NA,"865381862486581248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"470","All the best watak #Farhan @iamredzarosli #Nisha @ayda_jebat
#kukirimcinta #Kukirimcinta #Kukirimcinta #kukirimcinta #RedzAyda",FALSE,1,NA,2017-05-19 01:35:20,FALSE,NA,"865380317107953664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"471","#kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #Farhan #Nisha #RedzAyda",FALSE,1,NA,2017-05-19 01:33:33,FALSE,NA,"865379870284500994",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"472","#kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinata #kukirimcinta #Farhan #Nisha #teamfarhannisha @iamredzarosli @ayda_jebat #RedzAyda",FALSE,0,NA,2017-05-19 01:27:05,FALSE,NA,"865378243066478592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"473","#kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #farhan #nisha #teamfarhannisha @iamredzarosli @ayda_jebat #redzayda",FALSE,0,NA,2017-05-18 23:21:07,FALSE,NA,"865346542579757056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"474","#kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #Farhan #nisha #teamfarhannisha #RedzAyda",FALSE,1,NA,2017-05-18 23:14:29,FALSE,NA,"865344870273007616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",1,FALSE,FALSE,NA,NA
"475","#kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #farhan #Nisha @iamredzarosli @ayda_jebat..can wait [22 mei 2017] Slot Akasia T 3",FALSE,0,NA,2017-05-18 23:06:46,FALSE,NA,"865342929266593792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"476","morning #kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #farhan #Nisha #Teamfarhannisha",FALSE,0,NA,2017-05-18 22:57:14,FALSE,NA,"865340532544872448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"477","#kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #kukirimcinta #Redzarosli #AydaJebat #RedzAyda #farhan #nisha",FALSE,0,NA,2017-05-18 22:49:44,FALSE,NA,"865338644600545280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"478","Love u #Farhan bhai https://t.co/JLHxL7UAO7",FALSE,0,NA,2017-05-18 17:40:30,FALSE,NA,"865260820980260865",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","syedjasir3",0,FALSE,FALSE,NA,NA
"479","RT @twin_raidah: #Kukirimcinta #Kukirimcinta #KukirimCinta #Kukirimcinta
@iamredzarosli @ayda_jebat #Farhan #Nisha #RedzAyda",FALSE,0,NA,2017-05-18 17:00:33,FALSE,NA,"865250767342522368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dede_elsa26",2,TRUE,FALSE,NA,NA
"480","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta #farhan #nisha #redzayda https://t.co/cs3n1U4k88",FALSE,0,NA,2017-05-18 16:59:59,FALSE,NA,"865250625616879616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dede_elsa26",1,TRUE,FALSE,NA,NA
"481","RT @dhana_design: #KuKirimCinta  .... #farhan #nisha  @Ayda_Jebat   @iamredzarosli    https://t.co/jixkchYRM6 https://t.co/Xt7BOIYTnV",FALSE,0,NA,2017-05-18 16:58:20,FALSE,NA,"865250211358056449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dede_elsa26",2,TRUE,FALSE,NA,NA
"482","#KuKirimCinta  .... #farhan #nisha  @Ayda_Jebat   @iamredzarosli    https://t.co/jixkchYRM6 https://t.co/Xt7BOIYTnV",FALSE,3,NA,2017-05-18 15:30:31,FALSE,NA,"865228109217382400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",2,FALSE,FALSE,NA,NA
"483","#KuKirimCinta #KuKirimCinta #KuKirimCinta 
pink warna sweet<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
@iamredzarosli @Ayda_Jebat 
#farhan #nisha https://t.co/aMup7vlU2b",FALSE,0,NA,2017-05-18 15:12:10,FALSE,NA,"865223492769243137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"484","#KuKirimCinta #KuKirimCinta #KuKirimCinta #KuKirimCinta #farhan #nisha @iamredzarosli @Ayda_Jebat https://t.co/EVs7aNLBpa",FALSE,0,NA,2017-05-18 15:06:34,FALSE,NA,"865222084653334528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"485","#KuKirimCinta #KuKirimCinta #KuKirimCinta #KuKirimCinta #Redzayda #farhan #nisha https://t.co/3TBWDCn18L",FALSE,0,NA,2017-05-18 14:52:08,FALSE,NA,"865218451077341188",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"486","@virendersehwag Kindly take look DOG pakistan n his puppy basterds like #FARHAN https://t.co/eMIQw8BG4P",FALSE,0,"virendersehwag",2017-05-18 14:43:37,FALSE,"865170954451734528","865216307322552320","92724677","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ankur_Mishra_",0,FALSE,FALSE,NA,NA
"487","#KuKirimCinta #KuKirimCinta #KuKirimCinta #farhan #nisha #redzayda https://t.co/cs3n1U4k88",FALSE,0,NA,2017-05-18 14:32:48,FALSE,NA,"865213587798671365",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",1,FALSE,FALSE,NA,NA
"488","#Kukirimcinta #Kukirimcinta #KukirimCinta #Kukirimcinta
@iamredzarosli @ayda_jebat #Farhan #Nisha #RedzAyda",FALSE,1,NA,2017-05-18 13:56:21,FALSE,NA,"865204412234424321",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",2,FALSE,FALSE,NA,NA
"489","RT @dhana_design: #Kukirimcinta  #RedzAyda #Nisha #Farhan  #aydajebat #iamredzarosli -  https://t.co/HOXHEaNpfx https://t.co/WTFL1Bry8Z",FALSE,0,NA,2017-05-18 08:51:18,FALSE,NA,"865127646526492672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zatyechinew",2,TRUE,FALSE,NA,NA
"490","@iamredzarosli X sbar nk tgk #KuKirimCinta #RedzAyda #Nisha #Farhan <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086>",FALSE,1,"iamredzarosli",2017-05-18 08:47:50,FALSE,"865125891633889280","865126771842088960","858350401665474560","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","nshafika018",1,FALSE,FALSE,NA,NA
"491","RT @dhana_design: #Kukirimcinta  #RedzAyda #Nisha #Farhan  #aydajebat #iamredzarosli -  https://t.co/HOXHEaNpfx https://t.co/WTFL1Bry8Z",FALSE,0,NA,2017-05-18 08:31:19,FALSE,NA,"865122615714643968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nryxdi",2,TRUE,FALSE,NA,NA
